content,label
"title: Cognitive Dimension of Learning Using Garden-Based Education towards Sustainability: A Meta-Synthesis, keywords: Garden-based education, curricular integration, Education for Sustainable Development (ESD), Meta-synthesis, author: Jennifer D. PaÃ±o, Jeralden R. Jumao-as, Marchee T. Picardal, doi: https://doi.org/10.32871/rmrj2210.01.11, abstract: Garden-based education (GBE) is an innovative approach to enhancing learnersâ€™ academic performance. However, the mechanism of how it develops the cognitive domain of learning is unclear. This meta-synthesis of 22 published articles focusing on garden-based education integration in the educative process examined its impact on mental aspects of learning. Secondary data from each reviewed article were extracted and analyzed thematically. Five themes emerged describing the impact of GBE on the cognitive domain of learning, namely, 1) experiential learning, 2) meaningful learning, 3) explicit and implicit learning, 4) discovery learning, and 5) transmissible learning. GBE is a successful program in most of the basic education curriculum integration contributing to the improvement of academic performance. Albeit, there is no standard template for its implementation as it varies across context and educational system, adopting the general principle of school garden learning in the teaching and learning process is beneficial for sustainable learning outcomes., published date: 2022-06-28, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1215, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 1",rmrj_articles
"title: The Yapian Classification of the Vocabulary of the Austronesian Visayan-Cebuano Language, keywords: Visayan-Cebuano linguistics, classification of vocabulary, English eight-parts-of-speech, Yapian classification, author: Joanna Z. De Catalina, Emiliano C. De Catalina, doi: https://doi.org/10.32871/rmrj2210.01.12, abstract: After the 1898 Philippine revolution, the English language was introduced in the country by the Americans and it began to surmount in the consciousness of the Filipino people. For one century now, this language has become dominant in the Filipino consciousness. Linguistically, it has even influenced the classification of the vocabulary of the Visayan-Cebuano language, i.e., according to the English eight parts of speech. But, as early as 1947, Manuel Yap, bishop and biblical scholar from Carcar, Cebu, objected, saying that the Visayan-Cebuano vocabulary does not fit in the English eight-parts-of-speech classification. This study, then, aims at inquiring into Yapâ€™s own classification of the Visayan-Cebuano vocabulary. In doing this, it uses the descriptive-analysis research design. First, it presents the English eight-parts-of-speech classification, and second, Yapâ€™s classification of the Visayan-Cebuano vocabulary. It concludes that Yapâ€™s classification is the one that fits to the nature of the Visayan-Cebuano vocabulary., published date: 2022-06-29, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1221, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 1",rmrj_articles
"title: Understanding the Suicide Phenomenon from the Perspectives of the Loss Survivors, keywords: suicide, survivors, bereavement, psychosocial, intervention, debriefing, author: Randy E. Pederi, doi: https://doi.org/10.32871/rmrj2210.01.13, abstract: The study is descriptive qualitative research that illustrates the circumstances and new dynamics contributing to the never-ending suicide occurrences. It described first-hand real-life experiences of the suicide-loss survivors to determine the contexts, reasons, and implications of suicide and recommend community-based intervention strategies. Purposive-criterion and convenient sampling methods were used to determine the respondents. Focused group discussion and in-depth interviews were conducted to gather data analyzed using Braun & Clarkeâ€™s six-phase guide. The findings revealed that the life experiences of the respondents are characterized by regret, pain, and bereavement. Suicides were committed due to dysfunctional families, economic hardships, breakdown of relationships, and drug abuse. The pain of suicide affected both the victim and their survivors and occurs within the psychosocial sphere. Interventions should therefore employ a familial, communitarian, and inter-institutional approach. Local Government Units (LGUs) are recommended to initiate a reach-out community-based suicide intervention program and debriefing services., published date: 2022-06-28, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1206, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 1",rmrj_articles
"title: The Community of Inquiry Instructional Strategies Impact on Student Satisfaction on Remote Learning, keywords: remote learning, online learning, Community of Inquiry (CoI), course design, instructional strategies, perceived learning, student satisfaction, author: Mary Gretchen F. Chaves, doi: https://doi.org/10.32871/rmrj2210.01.14, abstract: The COVID-19 restrictions compelled institutions worldwide to transition into the remote teaching-learning modality abruptly. Studies evaluating the effectiveness of remote teaching and learning strategies are scant. With the recent shift to this new learning mode, little is known about the fulfillment of learning outcomes and student satisfaction. This research examines the impact of the teaching-learning course design and instructional strategies as implemented by this faculty researcher last school year 2020-2021. It intends to provide practical guidance for teachers aiming to evaluate the effectiveness of their remote teaching/strategies. The research is both quantitative (causal) and qualitative design. A total of 104 management students from a Philippine state university participated in an online survey. The quantitative investigation assessed the influence of the independent variables â€“ the Community of Inquiry (CoI) presence strategies, course design, and instructional strategies on studentsâ€™ perceived learning and satisfaction, utilizing the CoI framework and adopting scales from online teaching., published date: 2022-06-29, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1219, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 1",rmrj_articles
"title: Auditors’ Professional Skepticism and Its Relationship with Their Thinking Styles, keywords: thinking styles, professional skepticism, Philippines , sociodemographic attributes, auditors, author: Teovy Erdel Bongcales, Ariel Balunan, Loriemar Igot, Jurienel Mae Laude, JJ Jycka Mojados, Kristine June Uy, doi: https://doi.org/10.32871/rmrj2210.02.04, abstract: The complexity of financial reporting highlights the need for professional skepticism among auditors. This study examined the relationship between auditors’ professional skepticism (PS) and thinking styles (TS) and explored what associations exist among PS, TS, and auditors’ sociodemographic attributes. Using snowball sampling, we surveyed 139 auditors in the Philippines using the Thinking Styles Inventory – Revised II and the Professional Skepticism Scale. Confirmatory analysis using Kendall’s tau-B showed a strong correlation between PS and TS I (creativity-generating style), implying that it plays a prominent role in professional skepticism. Contrary to earlier studies, our study found only a moderate correlation between TS II (norm-favoring style) and PS. The k-Modes clustering algorithm revealed that auditors showing high PS were low-ranking, less-experienced licensed female CPAs in firms with global affiliations and manifesting creative-generating TS. These findings add to the accounting profession’s understanding of PS and may be of valuable help in cultivating PS among auditors., published date: 2022-12-31, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1320, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 2",rmrj_articles
"title: The Determinants of Fake News Adaptation during COVID-19 Pandemic: A Social Psychology Approach, keywords: adaptation, collectivism, social support, social endorsement, perceived credibility, issue involvement, author: Choon Ling Kwek, Ke Shin Yeow, Li Zhang, Kay Hooi Keoy, Genaro Japos, doi: https://doi.org/10.32871/rmrj2210.02.05, abstract: Because of COVID-19, people have felt the social distance and have resorted to the internet for information needs. Hence, fake news has become prevalent as people rely on information explored online. This research aims to examine the social-cultural impacts of fake news adaptation behavior from the social psychological perspective by investigating the relationship between collectivism, social support, sense of belonging, social endorsement, fear of missing out, perceived credibility, issue involvement, and adaptation on fake news among young adults in Malaysia. A quantitative research approach with an online self-administered survey was conducted, and 451 responses were obtained through snowball sampling. In the data analysis, measurement and structural equation modeling were adopted. Findings showed that the relationships among adaptation behaviors on fake news were significantly supported. This research consummates the understanding of the influences of social-cultural (collectivism) on the judgment formation of adaptation among internet users on fake news., published date: 2022-12-31, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1322, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 2",rmrj_articles
"title: Deriving a Formula in Solving Reverse Fibonacci Means, keywords: fibonacci sequence , reverse fibonacci sequence, Binet’s formula, means, author: Steven Elizalde, Romeo Patan, doi: https://doi.org/10.32871/rmrj2210.02.03, abstract: Reverse Fibonacci sequence $\{J_n\}$ is defined by the relation $J_n = 8(J_{n-1} - J_{n-2})$ for $n\geq2$ with $J_0=0$ and $J_1=1$ as initial terms. A few formulas have been derived for solving the missing terms of a sequence in books and mathematical journals, but not for the reverse Fibonacci sequence. Thus, this paper derived a formula that deductively solves the first missing term $\{x_1\}$ of the reverse Fibonacci sequence and is given by the equation

$x_1=\frac{b+8aJ_n}{J_{n+1}}$.

By using the derived formula for $\{x_1\}$, it is now possible to solve the means of the reverse Fibonacci sequence as well as solving the sequence itself., published date: 2022-12-30, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1200, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 2",rmrj_articles
"title: Sugbo Negosyo Program Digital Card Implementation: Technology Acceptance and Satisfaction among Microentrepreneur-Beneficiaries, keywords: e-payment system, technology acceptance model, PLS-SEM, Cebu, COVID-19 pandemic, Philippines, author: Mary Gretchen Chaves, doi: https://doi.org/10.32871/rmrj2210.02.06, abstract: The COVID-19 lockdowns upended business operations, impacting microenterprises which prompted the Cebu Province to implement a stimulus grant to revive existing and encourage start-up microenterprises known as the Sugbo Negosyo program. A digital card system (DCS) with a quick response (QR) code payment was utilized to facilitate the disbursement of financial assistance and to enable real-time monitoring of the program beneficiaries’ expenditure transactions. This study evaluates the effectiveness of the DCS, investigating how the perceived ease of use, perceived usefulness, and attitude towards its use have influenced the actual use and satisfaction of the DCS use by the beneficiaries. The research, a mix of quantitative and qualitative methods, was participated by 212 beneficiaries through face-to-face surveys. With the Technology Acceptance Method (TAM) as the study’s framework, the partial least squares structural equation modeling (PLS-SEM) results show that the DCS is evaluated as useful and easy to use and satisfied the beneficiaries., published date: 2022-12-31, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1414, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 2",rmrj_articles
"title: Digital Finance on Stability among Philippine Banks, keywords: digital financial inclusion , BSP National Retail Payment System, universal banks , commercial banks, bank stability, author: Albie Mae G. Sumaylo, Christine Mae S. Babon, Marivic L. Bayaras, Ella Michelle E. Pedrigal, Aleshia Klyne S. Pening, Mary Joy C. Teodosio, Jesse S. Susada, doi: https://doi.org/10.32871/rmrj2210.02.07, abstract: To promote financial inclusivity while being responsive to technology demands, the Philippine government implemented a framework that requires banks to improve and innovate their payment systems. The introduction of the National Retail Payment System raises the question of whether the aim of Bangko Sentral ng Pilipinas in advancing digital financial inclusion significantly impacts the financial stability of universal and commercial banks. This correlational study examines the impact of digital financial inclusion on bank stability utilizing principal component analysis and linear regression analysis from a dataset of 19 universal and commercial banks from 2017 to 2019. Findings showed that a higher level of digital financial inclusion is associated with higher banking stability for Philippine universal and commercial banks. While the results support the study hypothesis of a positive relationship between the two (2) variables, the statistical significance cannot be guaranteed at the outset of this analysis due to the limited number of years examined., published date: 2022-12-31, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1407, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 2",rmrj_articles
"title: The Tuba Culture in Leyte, Philippines, keywords: tuba culture, fermented wine, values formation, oral history, author: Sheldon Ives G. Agaton, doi: https://doi.org/10.32871/rmrj2210.02.01, abstract: This research work centers on the culture of tuba, a fermented drink primarily composed of coconut sap and barok. This drink is commonly found in the province of Leyte, Philippines. Utilizing oral history coupled with related studies from reputable journals, this paper presents tuba as a beverage common and perfected in the province of Leyte, hence forms part Leyte's tangible culture. Further, this liquor, being a commodity, can be a source of income on the part of the mananggiti, the alpor, and anyone who wishes to sell it. This paper also narrates how tuba is valued as part of Leyte's culture, and tries to understand how tuba nurtures certain Filipino values. This paper concludes that this liquor is essential to the province's culture, hence, worthy to be documented and perpetuated by highlighting the need to elevate the value of the mananggiti., published date: 2022-08-08, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1130, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 2",rmrj_articles
"title: Symbolic Actions of Cultural Characters in Davao Folk Narratives, keywords: symbolic actions, cultural characters, folk narratives, Davao, Philippines, author: Angelo Lenard E. Yu, Joanna Z. De Catalina, doi: https://doi.org/10.32871/rmrj2210.02.02, abstract: This study mirrors the symbolic actions of cultural characters in Davao folk narratives. It utilized descriptive-narrative and narrative-conversational methods to collect and analyze the folk narratives in the Davao region. The Cultural Symbolism theory of Clifford Geertz was used to reveal the interweaving culture of the indigenous people. Thus, the symbolic actions present in the texts are the following: pangayaw (tribal war), divine intervention, hunting, trading, belief in the existence of heaven, usage of magical instruments, cursing and casting enchantments, and patronizing a Datu. Hence, this study contributes to the preservation of culture which is slowly vanishing due to the effects of colonization, modernization, and globalization. Thus, further studies on myths, folktales, folk songs, folk speeches, and folk epics should be done to promote the cultural awareness among postmodern Filipinos., published date: 2022-08-18, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/1222, journal name: Recoletos Multidisciplinary Research Journal Vol. 10 No. 2",rmrj_articles
"title: Fun and Fearless: Magazine Covers, Feminine Ideologies, and Representations, keywords: multimodal critical discourse, feminine ideologies, magazine cover, language and media, representation, author: Claudette A. Baluran, doi: https://doi.org/10.32871/rmrj1806.01.01, abstract: Starting with the assumption that media, particularly magazines, serve as a ground that shape the ideological landscape for women representations, this paper explored feminine ideologies and representations of twelve (12) Cosmopolitan Philippines magazine covers from the year 2015. Underlying ideological structures were found not only in the linguistic but symbolic features of the text as well.Â  Employing the methodologies of multimodal critical discourse analysis, the investigation revealed emerging patterns on how women are portrayed and represented in the magazine covers.Â  The â€œfun and fearlessâ€ catchphrase that the magazine has shaped to define the modern Filipina (a) presents them as hypersexualized and practicing adventurous sex, (b) positions them as followers of health and beauty regimens and glamorous lifestyle that ultimately lead to the affirmation of the opposite sex, and (c) objectifies them through come-hither poses and scantily-clad bodies that emphasize the cleavage, toned abdomens, and legs.Â  The paper also discussed the possible implications brought about by the perpetuation of these ideological structures., published date: 2018-06-30, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/274, journal name: Recoletos Multidisciplinary Research Journal Vol. 6 No. 1",rmrj_articles
"title: Rethinking Catholic Education: Experiences of Teachers of a Catholic University, keywords: Catholic Education, Catholic School, Evangelization, author: Dennis V. Madrigal, Enrique G. Oracion, doi: https://doi.org/10.32871/rmrj1806.01.02, abstract: Catholic education is closely linked to the evangelical mission of the Church. As such, the primary intent of Catholic education is to proclaim the message of salvation to all people. Accordingly, Catholic education aims to provide an integral formation with a religious dimension that will equip the human person to become life, work, and mission ready and attain salvation. But given the contemporary socio-economic, cultural, political, and technological milieus characterized by a secular and consumerist view and praxis, the value of Catholic education may have been obscured or affected.Â  Thus, this paper aims to investigate and analyze the views and practices of the faculty of a Catholic University about Catholic education. The purposive sampling method was used to determine the participants in the study. Using a qualitative research design, the data were gathered from the participants using the face-to-face interview method. Aided by the phenomenological method, the findings discovered semblance in the participants' views and practices of Catholic education with that of Catholic Church. Despite the observed undesirable elements that obscure and marginalize it, Catholic education faithfully remains a Catholic. But making religion as the core of the curriculum of Catholic education is still a great challenge for Catholic schools to realize. Thus, the collaboration of all stakeholders is vital to address this perennial challenge in Catholic education., published date: 2018-06-30, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/299, journal name: Recoletos Multidisciplinary Research Journal Vol. 6 No. 1",rmrj_articles
"title: Linguistic and Sociolinguistic Competence of Senior High School Students, keywords: speaking competence, K to 12 curricula, linguistic competence, sociolinguistic competence, discourse competence, strategic competence, author: Ionell Jay R. Terogo, Crismae Amor C. Elimino, John Paulo M. Tallo, Johanna A. Sacal, Charles Martin Joseph E. Balahadia, doi: https://doi.org/10.32871/rmrj1806.01.03, abstract: This study aims to identify whether the Senior High School students are Linguistic, Discourse, Sociolinguistic or Strategic Competent in English. Quantitative and qualitative research methods were used to collate a survey that would sure mend the study. With comprehensive computation of the random datasets, almost every Senior High School student achieved a satisfactory rating in both the Perceptions and Abilities Categories. A Chi-Square Statistic was also used and yielded maximum values which consequently, resulted to low p-values, suggesting the negation of the studyâ€™s null hypothesis. The result is further supported using the correlation statistic which corresponds to a high correlation between the studentsâ€™ Perceptions and Abilities in their speaking competence. The outcome of the summary of all competencies show that the Linguistic Competence contributed the most to the overall language intents of the students with sociolinguistic competence giving the least, which results in Linguistic Competence being the widely used language competency and sociolinguistic as not often practiced language skill amongst the students. With this, the Senior High School students are far more competent in phonetics, pronunciation, Phonology, Morphology, Syntax and Semantics rather than on the socio-cultural languages such as vocabulary, politeness and language style., published date: 2018-06-30, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/183, journal name:",rmrj_articles
journal name: Recoletos Multidisciplinary Research Journal Vol. 6 No. 1,rmrj_articles
"title: Judicial Resolution of Cases in Small Scale Financial Claims: The Malaysian Experience, keywords: Small Claims Procedures, author: Glenda E. Feliprada, Jayum Anak Jawan, doi: https://doi.org/10.32871/rmrj1806.01.04, abstract: This paper presents the assessment of the Malaysian experience on the implementation of the Small Claims Procedures. This covers the magistrate courts of Kuala Lumpur, Shah Alam and Johor Bharu as the major cities of Malaysia. Small Claims Procedure plaintiff is an individual person who is not an agent or assignee of any debt of another person.Â  (Order 93, Rules of Court 2012 r. 1.2).Â Â  The money involved in cases without intervention of a solicitor or advocate is less than RM 5,000.00 (USD 1,168.91). Order 93, Rules of Court 2012 refined mechanism is in its 32 years in implementation since 1980 it was first adopted.Â  The major challenge is information dissemination. The Malaysianâ€™s Small Claim Procedures implements warrant of arrest and imprisons the defendant for failure to comply court order. The beneficiaries are individual persons instead of lending corporations., published date: 2018-06-30, link: https://rmrj.usjr.edu.ph/rmrj/index.php/RMRJ/article/view/276, journal name: Recoletos Multidisciplinary Research Journal Vol. 6 No. 1",rmrj_articles
