,2010,2016,2017,2018,2019,2020,2021,2022,2023,about,academics,admissions,alumni,bachelor-secondary-education-major-mathematics-bsed-math,bachelor-secondary-education-major-science-bsed-science,blank,cas,category,certificate-program-elementary-teaching,cicct,cmo,coc,coe,coeng,contact,diploma-professional-education-concentration-catechism,diploma-professional-education-dpe,elementary,eteeap,etteap,events,gen-info,general-information,gradeschool,history,home,home-backup,hometest,impact,involve,junior-high-school-library,juniorhighschool,law,library,library2,login-customizer,news-events,nursing,online-enrollment,portfolio,poster-section,rafi-with-usj-r-provides-deped-with-mtb-mle-books,regs-test-page,research,reverse-eng-page,reverse-engineering,rittc,sams,sas,sbm,scholarships,scs,sdpc,sdpc-old,sdpc-test,sdpc2,seniorhighschool,shs-faculty-staff,site-map,social-media,soe,soeng,student-life,student-research-program-forms,test-com,testengrfac,university-calendar,usj-r-accountancy-business-ad-named-cod,usj-r-saitama-renew-pact-on-hr-monozukuri,virtual-tour,wp-content,wp-login.php,yoland
,,https://usjr.edu.ph/2016/12/,https://usjr.edu.ph/2017/11/,https://usjr.edu.ph/2018/11/,https://usjr.edu.ph/2019/10/,https://usjr.edu.ph/2020/page/2/,https://usjr.edu.ph/2021/11/,https://usjr.edu.ph/2022/page/2/,https://usjr.edu.ph/2023/02/08/josenian-college-admission-test-for-2023-qualifiers-now-open/,,,,,,,,https://usjr.edu.ph/cas/degrees/graduate/master-of-arts-in-english-literature/,https://usjr.edu.ph/category/community/,,https://usjr.edu.ph/cicct/degrees/graduate/,,https://usjr.edu.ph/coc/faculty-and-staff/,,,,,,,,,https://usjr.edu.ph/events/category/coeng/,,,,,,,,,,,https://usjr.edu.ph/juniorhighschool/programs/,https://usjr.edu.ph/law/partners/,https://usjr.edu.ph/library/branch-libraries/library-imc/,,,,,,https://usjr.edu.ph/portfolio/senior-high-school/,,,,https://usjr.edu.ph/research/research-abstracts/page/2/,,,https://usjr.edu.ph/rittc/partners/,https://usjr.edu.ph/sams/degrees/undergraduate/nursing/,https://usjr.edu.ph/sas/degrees/graduate/,https://usjr.edu.ph/sbm/degrees/undergraduate/,,https://usjr.edu.ph/scs/degrees/graduate/,,,,,https://usjr.edu.ph/seniorhighschool/track/,,,,https://usjr.edu.ph/soe/degrees/undergraduate/,https://usjr.edu.ph/soeng/degrees/graduate/management-engineering-master-of-science/,https://usjr.edu.ph/student-life/student-activities/clubs-and-organizations/,,,,,,,https://usjr.edu.ph/virtual-tour/basak-campus/pius/,https://usjr.edu.ph/wp-content/uploads/2016/05/Active-Participation-in-University-Intramurals-5-1024x768.jpg,,
,,https://usjr.edu.ph/2016/page/2/,https://usjr.edu.ph/2017/page/2/,https://usjr.edu.ph/2018/12/,https://usjr.edu.ph/2019/11/,https://usjr.edu.ph/2020/page/3/,https://usjr.edu.ph/2021/12/,https://usjr.edu.ph/2022/page/3/,https://usjr.edu.ph/2023/05/16/usj-r-publishes-schedule-of-enrollment-for-ay-2023-2024-first-semester/,,,,,,,,https://usjr.edu.ph/cas/degrees/graduate/master-of-arts-in-psychology-social-psych/,https://usjr.edu.ph/category/competitions/,,https://usjr.edu.ph/cicct/degrees/undergraduate/,,https://usjr.edu.ph/coc/degrees/undergraduate/associate-tourism/,,,,,,,,,https://usjr.edu.ph/events/category/con/,,,,,,,,,,,,https://usjr.edu.ph/law/degrees/graduate/,https://usjr.edu.ph/library/branch-libraries/library-junior-high-school/,,,,,,https://usjr.edu.ph/portfolio/system-support/,,,,https://usjr.edu.ph/research/research-abstracts/page/3/,,,https://usjr.edu.ph/rittc/programs/,,https://usjr.edu.ph/sas/degrees/undergraduate/,https://usjr.edu.ph/sbm/degrees/sbm-graduate-programs/dhrm/,,https://usjr.edu.ph/scs/degrees/undergraduate/,,,,,https://usjr.edu.ph/seniorhighschool/track/academic/,,,,https://usjr.edu.ph/soe/degrees/graduate/biology/,https://usjr.edu.ph/soeng/degrees/graduate/me-ie/,https://usjr.edu.ph/student-life/student-activities/community-involvement/,,,,,,,https://usjr.edu.ph/virtual-tour/basak-campus/rittc/,https://usjr.edu.ph/wp-content/uploads/2016/05/Active-Participation-in-University-Intramurals-6-768x1024.jpg,,
,,https://usjr.edu.ph/2016/page/3/,https://usjr.edu.ph/2017/page/3/,https://usjr.edu.ph/2018/page/2/,https://usjr.edu.ph/2019/12/,https://usjr.edu.ph/2020/01/06/pre-registration-1st-central-visayas-alliance-humss-students-now-open/,https://usjr.edu.ph/2021/page/2/,https://usjr.edu.ph/2022/01/31/usj-r-to-celebrate-75-years-as-an-educational-institution-this-year/,https://usjr.edu.ph/2023/06/22/academic-calendars-for-ay-2023-2024-from-basic-education-to-tertiary-level-released/,,,,,,,,https://usjr.edu.ph/cas/degrees/graduate/master-of-library-information-science/,https://usjr.edu.ph/category/cre/,,https://usjr.edu.ph/cicct/degrees/undergraduate/act,,https://usjr.edu.ph/coc/degrees/undergraduate/bs-entrepreneurship/,,,,,,,,,https://usjr.edu.ph/events/category/grade-school/,,,,,,,,,,,,https://usjr.edu.ph/law/degrees/graduate/executive-law,https://usjr.edu.ph/library/branch-libraries/senor-high-school/,,,,,,https://usjr.edu.ph/portfolio/test-cas-awards/,,,,https://usjr.edu.ph/research/research-abstracts/page/4/,,,https://usjr.edu.ph/rittc/programs/assessment/,,https://usjr.edu.ph/sas/degrees/graduate/communication-broadcast-doctor-of-philosophy/,https://usjr.edu.ph/sbm/degrees/sbm-graduate-programs/doctorate-business-ad/,,https://usjr.edu.ph/scs/degrees/graduate/mit/,,,,,https://usjr.edu.ph/seniorhighschool/track/tech-voc-livelihood/,,,,https://usjr.edu.ph/soe/degrees/graduate/chemistry/,https://usjr.edu.ph/soeng/degrees/undergraduate/bs-com-eng/,https://usjr.edu.ph/student-life/student-activities/faith/,,,,,,,https://usjr.edu.ph/virtual-tour/basak-campus/sem/,https://usjr.edu.ph/wp-content/uploads/2016/05/E1C68E9513-1024x768-600x400.png,,
,,https://usjr.edu.ph/2016/page/4/,https://usjr.edu.ph/2017/page/4/,https://usjr.edu.ph/2018/page/3/,https://usjr.edu.ph/2019/page/2/,https://usjr.edu.ph/2020/01/07/complete-list-degree-programs-offered-usj-r/,https://usjr.edu.ph/2021/01/06/complete-usj-r-online-enrollment-guide-for-ay-2020-2021/,https://usjr.edu.ph/2022/02/03/usj-r-all-set-as-venue-for-2022-bar-exam/,,,,,,,,,https://usjr.edu.ph/cas/degrees/graduate/media-studies-masters-degree/,https://usjr.edu.ph/category/education-news/,,https://usjr.edu.ph/cicct/degrees/undergraduate/bscs/,,https://usjr.edu.ph/coc/degrees/undergraduate/bsa/,,,,,,,,,https://usjr.edu.ph/events/category/junior-high-school/,,,,,,,,,,,,https://usjr.edu.ph/law/degrees/graduate/regular-law,https://usjr.edu.ph/library/branch-libraries/library-imc/library-imc-basak/,,,,,,https://usjr.edu.ph/portfolio/test-coe-award/,,,,https://usjr.edu.ph/research/research-abstracts/page/5/,,,https://usjr.edu.ph/rittc/programs/assessment/bookkeeping-nc-iii/,,https://usjr.edu.ph/sas/degrees/graduate/development-communication-master-of-science/,https://usjr.edu.ph/sbm/degrees/sbm-graduate-programs/doctorate-educational-management/,,https://usjr.edu.ph/scs/degrees/undergraduate/act/,,,,,https://usjr.edu.ph/seniorhighschool/track/academic/abm/,,,,https://usjr.edu.ph/soe/degrees/graduate/doctor-of-education/,https://usjr.edu.ph/soeng/degrees/undergraduate/bsce/,https://usjr.edu.ph/student-life/student-activities/media-publications/,,,,,,,https://usjr.edu.ph/virtual-tour/main-campus/augustine/,https://usjr.edu.ph/wp-content/uploads/2016/05/EAL9370-1024x683.jpg,,
,,https://usjr.edu.ph/2016/page/5/,https://usjr.edu.ph/2017/page/5/,https://usjr.edu.ph/2018/page/4/,https://usjr.edu.ph/2019/page/3/,https://usjr.edu.ph/2020/01/11/esd-center/,https://usjr.edu.ph/2021/01/28/josenian-premier-releases-first-digital-magazine-for-ay-2020-2021/,https://usjr.edu.ph/2022/02/06/smooth-flow-of-systems-observed-at-regionalized-bar-exam-at-usj-r-basak/,,,,,,,,,https://usjr.edu.ph/cas/degrees/graduate/philosophy-master-of-arts/,https://usjr.edu.ph/category/education/,,https://usjr.edu.ph/cicct/degrees/undergraduate/bsis/,,https://usjr.edu.ph/coc/degrees/undergraduate/bsba-fm/,,,,,,,,,https://usjr.edu.ph/events/category/main-campus/,,,,,,,,,,,,https://usjr.edu.ph/law/degrees/graduate/executive-law/,https://usjr.edu.ph/library/branch-libraries/library-imc/library-imc-main/,,,,,,https://usjr.edu.ph/portfolio/test-coeng-award/,,,,https://usjr.edu.ph/research/research-abstracts/page/6/,,,https://usjr.edu.ph/rittc/programs/assessment/bookkeeping/,,https://usjr.edu.ph/sas/degrees/graduate/doctor-of-philosophy-english-literature/,https://usjr.edu.ph/sbm/degrees/sbm-graduate-programs/master-business-administration/,,https://usjr.edu.ph/scs/degrees/undergraduate/bscs/,,,,,https://usjr.edu.ph/seniorhighschool/track/academic/gas/,,,,https://usjr.edu.ph/soe/degrees/graduate/early-childhood-education/,https://usjr.edu.ph/soeng/degrees/undergraduate/bsece/,https://usjr.edu.ph/student-life/student-activities/ssc/,,,,,,,https://usjr.edu.ph/virtual-tour/main-campus/mt-carmel/,https://usjr.edu.ph/wp-content/uploads/2016/05/commerce-1-1024x768.png,,
,,https://usjr.edu.ph/2016/01/19/library-staff-development-through-echo-seminar/,https://usjr.edu.ph/2017/01/24/usj-r-to-hold-training-on-ethical-research-practices/,https://usjr.edu.ph/2018/01/13/jaguars-celebrities-tie-basketball-match/,https://usjr.edu.ph/2019/page/4/,https://usjr.edu.ph/2020/01/16/josenian-wins-binibining-cebu-2020-crown/,https://usjr.edu.ph/2021/02/18/usj-r-releases-list-of-college-graduates-for-1st-semester-of-ay-2020-2021/,https://usjr.edu.ph/2022/02/14/usjr-to-implement-for-asynchronous-modality-in-feb-2022/,,,,,,,,,https://usjr.edu.ph/cas/degrees/graduate/pol-sci-masters-degree/,https://usjr.edu.ph/category/electronic-data-processing/,,https://usjr.edu.ph/cicct/degrees/undergraduate/bsit/,,https://usjr.edu.ph/coc/degrees/undergraduate/bsba-hrdm/,,,,,,,,,https://usjr.edu.ph/events/category/sdpc/,,,,,,,,,,,,https://usjr.edu.ph/law/degrees/graduate/regular-law/,,,,,,,https://usjr.edu.ph/portfolio/test-con-award/,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/bread-and-pastry/,,https://usjr.edu.ph/sas/degrees/graduate/doctor-of-philosophy-in-communication-print-media/,https://usjr.edu.ph/sbm/degrees/sbm-graduate-programs/master-business-management/,,https://usjr.edu.ph/scs/degrees/undergraduate/bsis/,,,,,https://usjr.edu.ph/seniorhighschool/track/academic/humss/,,,,https://usjr.edu.ph/soe/degrees/graduate/ed-d-disrm/,https://usjr.edu.ph/soeng/degrees/undergraduate/bsee/,https://usjr.edu.ph/student-life/student-services/academic-support-services/,,,,,,,https://usjr.edu.ph/virtual-tour/main-campus/st-joseph/,https://usjr.edu.ph/wp-content/uploads/2016/05/commerce-1-600x400.png,,
,,https://usjr.edu.ph/2016/04/23/ched-renews-excellence-status-of-usj-r-teacher-education/,https://usjr.edu.ph/2017/02/05/usj-r-forges-link-with-ausn-for-scholarly-exchange/,https://usjr.edu.ph/2018/01/17/accenture-visits-usj-r/,https://usjr.edu.ph/2019/page/8/,https://usjr.edu.ph/2020/01/21/74-presenters-john-paul-ii-centennial-international-conference-cebu-2020/,https://usjr.edu.ph/2021/02/18/usj-r-releases-list-of-college-graduates-for-summer-2020/,https://usjr.edu.ph/2022/02/17/usj-r-launches-a-book-documenting-400-years-of-recollect-missionary-presence-in-cebu/,,,,,,,,,https://usjr.edu.ph/cas/degrees/graduate/psychology-master-of-arts-org-psych/,https://usjr.edu.ph/category/eteeap/,,https://usjr.edu.ph/cicct/degrees/undergraduate/mit/,,https://usjr.edu.ph/coc/degrees/undergraduate/bsba-mm/,,,,,,,,,https://usjr.edu.ph/events/category/senior-high-school/,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/portfolio/test-eteeap-award/,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/commercial-cooking/,,https://usjr.edu.ph/sas/degrees/graduate/english-language-doctor-of-philosophy/,https://usjr.edu.ph/sbm/degrees/sbm-graduate-programs/master-educational-management/,,https://usjr.edu.ph/scs/degrees/undergraduate/bsit/,,,,,https://usjr.edu.ph/seniorhighschool/track/academic/stem/,,,,https://usjr.edu.ph/soe/degrees/graduate/education-administration/,https://usjr.edu.ph/soeng/degrees/undergraduate/bsie/,https://usjr.edu.ph/student-life/student-services/career-collaborative/,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/05/engineering-1-1024x768.png,,
,,https://usjr.edu.ph/2016/04/23/pert-taps-usj-r-for-off-campus-management-program/,https://usjr.edu.ph/2017/02/08/21-japanese-execs-drop-by-usj-r-for-business-mission/,https://usjr.edu.ph/2018/02/05/synergy-forum-introduces-academe-partnerships/,https://usjr.edu.ph/2019/01/03/josenian-ranks-top-9-september-2018-let/,https://usjr.edu.ph/2020/02/07/environmentalists-discuss-philippine-social-realities-and-church-responses-in-usj-r/,https://usjr.edu.ph/2021/02/18/usj-r-releases-list-of-graduate-school-grads-for-3rd-trimester-of-ay-2019-2020-1st-trimester-of-2020-2021/,https://usjr.edu.ph/2022/03/04/usj-r-hailed-business-school-of-the-year-by-ja-philippines/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/biology/,https://usjr.edu.ph/category/events/,,,,https://usjr.edu.ph/coc/degrees/undergraduate/bshm-food-and-beverages/,,,,,,,,,https://usjr.edu.ph/events/event/13th-capping-badge-investiture-candle-lighting-ceremony/,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/portfolio/test-gs-award/,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/computer-hardware/,,https://usjr.edu.ph/sas/degrees/graduate/english-master-of-arts/,https://usjr.edu.ph/sbm/degrees/sbm-graduate-programs/master-public-service-management/,,,,,,,https://usjr.edu.ph/seniorhighschool/track/tech-voc-livelihood/he/,,,,https://usjr.edu.ph/soe/degrees/graduate/elementary-education/,https://usjr.edu.ph/soeng/degrees/undergraduate/bsme/,https://usjr.edu.ph/student-life/student-services/photo-and-documentations/,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/05/gradechool-600x400.png,,
,,https://usjr.edu.ph/2016/04/23/usj-r-summer-enrollment-2016/,https://usjr.edu.ph/2017/02/12/engineering-students-sent-to-japan-for-technology-immersion/,https://usjr.edu.ph/2018/02/08/new-zealand-govt-encourage-filipino-students-avail-scholarships/,https://usjr.edu.ph/2019/01/08/usjr-local-number-directory/,https://usjr.edu.ph/2020/06/02/faqs-2020-online-summer-enrollment-class/,https://usjr.edu.ph/2021/04/30/augustinian-recollects-celebrate-400-years-of-missionary-presence-in-cebu/,https://usjr.edu.ph/2022/03/16/usj-r-senior-high-department-publishes-its-digital-magazine-for-ay-2021-2022/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/communication/,https://usjr.edu.ph/category/features/,,,,https://usjr.edu.ph/coc/degrees/undergraduate/bsma/,,,,,,,,,https://usjr.edu.ph/events/event/14th-capping-badge-investiture-candle-lightning-ceremony/,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/portfolio/test-jhs-award/,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/computer-programming/,,https://usjr.edu.ph/sas/degrees/graduate/master-of-arts-in-english-literature/,https://usjr.edu.ph/sbm/degrees/sbm-graduate-programs/supply-management-master-in-management/,,,,,,,https://usjr.edu.ph/seniorhighschool/track/tech-voc-livelihood/ict/,,,,https://usjr.edu.ph/soe/degrees/graduate/elementary-mathematics-teaching/,,https://usjr.edu.ph/student-life/student-services/school-supplies/,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/05/gradeschool-for-sure-600x400.png,,
,,https://usjr.edu.ph/2016/04/29/usj-r-admin-is-first-filipino-green-ring-awardee/,https://usjr.edu.ph/2017/02/13/usj-r-partners-with-colombian-sister-school/,https://usjr.edu.ph/2018/03/08/2nd-recoletos-national-research-congress-opens-non-recollect-schools-nationwide/,https://usjr.edu.ph/2019/01/13/pioneer-group-cas-completes-internship-japan/,https://usjr.edu.ph/2020/06/11/usj-r-senior-high-department-releases-primer-new-normal-classes/,https://usjr.edu.ph/2021/05/06/usjr-publishes-list-of-college-awardees-for-ay-2020-2021-1st-sem/,https://usjr.edu.ph/2022/03/18/on-ukraine-russia-armed-conflict/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/english/,https://usjr.edu.ph/category/gallery/,,,,https://usjr.edu.ph/coc/degrees/undergraduate/tourism/,,,,,,,,,https://usjr.edu.ph/events/event/1st-semester-final-examination/,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/portfolio/test-law-award/,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/computer-systems-servicing/,,https://usjr.edu.ph/sas/degrees/graduate/master-of-arts-in-psychology-social-psych/,https://usjr.edu.ph/sbm/degrees/undergraduate/associate-hm/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/graduate/elementary-science-teaching/,,https://usjr.edu.ph/student-life/student-services/student-counseling/,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/05/law-kunuhay-1024x768.png,,
,,https://usjr.edu.ph/2016/04/29/usj-r-signs-pact-with-montebello-hotel-for-ojt-program/,https://usjr.edu.ph/2017/03/02/usj-r-inks-exchange-student-deal-hiroshima-based-school/,https://usjr.edu.ph/2018/05/01/1st-r-e-s-c-u-e/,https://usjr.edu.ph/2019/01/17/3rd-recoletos-congress-accept-entries-january-31/,https://usjr.edu.ph/2020/06/18/usj-r-elementary-department-releases-primer-new-normal-classes/,https://usjr.edu.ph/2021/05/08/usj-r-holds-first-virtual-graduation-for-elementary-level/,https://usjr.edu.ph/2022/04/13/usj-r-produces-208-new-lawyers/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/international-studies/,https://usjr.edu.ph/category/grade-school/,,,,,,,,,,,,,https://usjr.edu.ph/events/event/2-nd-coe-pta-general-assembly-family-day/,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/portfolio/test-rittc-award/,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/dressmaking/,,https://usjr.edu.ph/sas/degrees/graduate/master-of-library-information-science/,https://usjr.edu.ph/sbm/degrees/undergraduate/associate-tourism/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/graduate/english-language-teaching/,,https://usjr.edu.ph/student-life/student-services/student-data-processing-and-payments/,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/05/law-kunuhay-600x400.png,,
,,https://usjr.edu.ph/2016/04/29/usj-r-usc-ctu-sign-pact-for-monozukuri-training/,https://usjr.edu.ph/2017/03/13/usj-r-now-testing-venue-ielts/,https://usjr.edu.ph/2018/05/01/josenian-graduate-passes-foreign-service-officer-fso-examination/,https://usjr.edu.ph/2019/01/29/usj-r-school-of-law-alumni-organize-first-ever-fun-run/,https://usjr.edu.ph/2020/06/22/usj-r-junior-high-department-releases-primer-new-normal-classes/,https://usjr.edu.ph/2021/06/01/ched-awards-three-plaques-to-usj-r/,https://usjr.edu.ph/2022/04/25/six-oar-priests-celebrate-25th-sacerdotal-ordination-anniversary/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/journalism/,https://usjr.edu.ph/category/graduate-school/,,,,,,,,,,,,,https://usjr.edu.ph/events/event/2nd-semester-final-examination-college/,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/portfolio/test-shs-award/,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/housekeeping/,,https://usjr.edu.ph/sas/degrees/graduate/media-studies-masters-degree/,https://usjr.edu.ph/sbm/degrees/undergraduate/bs-entrepreneurship/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/graduate/filipino-language-teaching/,,https://usjr.edu.ph/student-life/student-services/student-health/,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/06/2-homepage_a-1024x684.jpg,,
,,https://usjr.edu.ph/2016/05/10/enroll-usj-r-college-education/,https://usjr.edu.ph/2017/03/21/usj-r-launches-food-sharing-program-poor/,https://usjr.edu.ph/2018/05/04/prior-provincial-incumbency-extended-four-years/,https://usjr.edu.ph/2019/02/01/college-of-nursing-15-years/,https://usjr.edu.ph/2020/06/24/enrollment2020/,https://usjr.edu.ph/2021/07/21/list-of-college-graduates-for-second-semester-of-ay-2020-2021-unveiled/,https://usjr.edu.ph/2022/06/06/usj-r-opens-its-front-gate-for-the-first-time-in-two-years/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/liberal-arts-in-commerce/,https://usjr.edu.ph/category/infecop/,,,,,,,,,,,,,https://usjr.edu.ph/events/event/5-th-year-teambuilding/,,,,,,,,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/java/,,https://usjr.edu.ph/sas/degrees/graduate/philosophy-master-of-arts/,https://usjr.edu.ph/sbm/degrees/undergraduate/bsa/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/graduate/guidance-counseling/,,,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/06/2-homepage_c-1024x684.jpg,,
,,https://usjr.edu.ph/2016/05/11/80-deped-teachers-awarded-mtb-mle-certificates/,https://usjr.edu.ph/2017/03/27/usj-r-holds-1st-recoletos-film-fest/,https://usjr.edu.ph/2018/05/05/usj-r-best-local-jpia-chapter/,https://usjr.edu.ph/2019/02/02/international-fellows-share-english-teaching-strategies-cebu-based-teachers/,https://usjr.edu.ph/2020/07/16/josenian-civil-engineering-professor-qualifies-for-mext-goes-to-japan-for-post-grad-studies/,https://usjr.edu.ph/2021/07/21/usj-r-releases-list-of-graduate-school-grads-for-ay-2020-2021/,https://usjr.edu.ph/2022/06/06/usj-r-to-conduct-f2f-ceremony-for-ay-2021-2022-college-graduates-on-july-2/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/library-and-information-science/,https://usjr.edu.ph/category/institutional/,,,,,,,,,,,,,https://usjr.edu.ph/events/event/audition-cas-words-music/,,,,,,,,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/machining-nc-i/,,https://usjr.edu.ph/sas/degrees/graduate/pol-sci-masters-degree/,https://usjr.edu.ph/sbm/degrees/undergraduate/bsba-fm/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/graduate/master-education-educational-administration/,,,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/06/2-homepage_d.jpg,,
,,https://usjr.edu.ph/2016/05/11/cicct-awards-new-batch-of-ibm-db2-passers/,https://usjr.edu.ph/2017/04/10/jeo-holds-three-day-leadership-program-new-leaders/,https://usjr.edu.ph/2018/05/31/two-josenians-top-cpa-passers-may-2018/,https://usjr.edu.ph/2019/02/07/cambridge-university-dedicated-teacher-award-goes-josenian-educator/,https://usjr.edu.ph/2020/08/01/usj-r-to-use-a-new-intl-educational-platform-for-online-learning/,https://usjr.edu.ph/2021/07/30/josenians-urged-to-submit-grad-pic-for-virtual-graduation/,https://usjr.edu.ph/2022/06/09/campus-journos-release-ay-2021-2022-newsletter-for-senior-high/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/marketing-communication/,https://usjr.edu.ph/category/junior-high/,,,,,,,,,,,,,https://usjr.edu.ph/events/event/bsn-days-2/,,,,,,,,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/machining-nc-ii/,,https://usjr.edu.ph/sas/degrees/graduate/psychology-master-of-arts-org-psych/,https://usjr.edu.ph/sbm/degrees/undergraduate/bsba-hrdm/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/graduate/physical-education/,,,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/06/2-homepage_e-1024x684.jpg,,
,,https://usjr.edu.ph/2016/05/11/cicct-kick-starts-the-student-advisorship-program/,https://usjr.edu.ph/2017/05/08/josenians-develop-app-bridge-blood-supply-demand/,https://usjr.edu.ph/2018/06/01/school-law-alumni-association-welcomes-new-breed-officers/,https://usjr.edu.ph/2019/02/11/ipophl-director-general-visits-usj-r/,https://usjr.edu.ph/2020/08/03/340-junior-high-students-for-ay-2019-2020-move-up/,https://usjr.edu.ph/2021/08/12/list-of-honor-graduates-for-second-semester-of-ay-2020-2021-released/,https://usjr.edu.ph/2022/06/27/usj-r-releases-list-of-college-graduates-to-be-recognized-on-the-first-f2f-graduation-since-the-pandemic-started/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/microbiology-major/,https://usjr.edu.ph/category/law/,,,,,,,,,,,,,https://usjr.edu.ph/events/event/bsn-days/,,,,,,,,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/medical-transcriptionist-nc-high-school-graduate/,,https://usjr.edu.ph/sas/degrees/undergraduate/biology/,https://usjr.edu.ph/sbm/degrees/undergraduate/bsba-mm/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/graduate/special-education/,,,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/06/DSC_0086-1-1024x683.jpg,,
,,https://usjr.edu.ph/2016/05/11/home-about-programs-faculty-students-facilities-search-usj-r-coe-microsoft-recognizes-two-usj-r-coe-profs-for-ambassadors-program/,https://usjr.edu.ph/2017/05/09/usj-r-hold-ed-tech-innovation-summit/,https://usjr.edu.ph/2018/06/03/cicct-visits-taiwan-universities-research-collaboration/,https://usjr.edu.ph/2019/02/11/usj-r-jpia-academic-congress/,https://usjr.edu.ph/2020/08/03/registrar-releases-list-of-elementary-grads-for-ay-2019-2020/,https://usjr.edu.ph/2021/09/10/usj-r-extends-on-site-operations-to-include-saturdays/,https://usjr.edu.ph/2022/06/29/usj-r-unveils-full-list-of-tertiary-graduates-for-ay-2021-2022/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/political-science/,https://usjr.edu.ph/category/library/,,,,,,,,,,,,,https://usjr.edu.ph/events/event/cace-research-congress/,,,,,,,,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/medical-transcriptionist/,,https://usjr.edu.ph/sas/degrees/undergraduate/communication/,https://usjr.edu.ph/sbm/degrees/undergraduate/bsba/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/undergraduate/bachelor-in-special-needs-education-generalist/,,,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/06/DSC_0086-1024x584.jpg,,
,,https://usjr.edu.ph/2016/05/11/mega-cebus-teachers-competition-flash-cards-for-better-education/,https://usjr.edu.ph/2017/05/18/usj-r-junior-senior-highs-first-student-cultural-exchange-program-japan/,https://usjr.edu.ph/2018/06/03/cicct-wins-national-pitching-contest-back-back/,https://usjr.edu.ph/2019/02/13/josenian-couple-vies-latin-honors/,https://usjr.edu.ph/2020/08/10/usj-r-releases-list-of-college-graduates-for-2nd-sem-ay-2019-2020/,https://usjr.edu.ph/2021/10/22/usj-r-elementary-department-releases-its-first-digital-magazine/,https://usjr.edu.ph/2022/08/10/kopo-usj-r-to-explore-potential-partnership-and-collaborative-programs/,,,,,,,,,https://usjr.edu.ph/cas/degrees/undergraduate/psychology/,https://usjr.edu.ph/category/main-campus/,,,,,,,,,,,,,https://usjr.edu.ph/events/event/caltech-seminar/,,,,,,,,,,,,,,,,,,,,,,,,,,https://usjr.edu.ph/rittc/programs/assessment/microsoft-net/,,https://usjr.edu.ph/sas/degrees/undergraduate/economics/,https://usjr.edu.ph/sbm/degrees/undergraduate/bshm-food-and-beverages/,,,,,,,,,,,https://usjr.edu.ph/soe/degrees/undergraduate/beed-ece/,,,,,,,,,,https://usjr.edu.ph/wp-content/uploads/2016/06/OEAM8427-1024x683.jpg,,
